id,modelName,expName,algoName,sampleTime,numEpisode,elapsedTime,bestRob
1,AT_RL_A3C_AT_formula1_Time_10,formula1,RL_DDQN,10,3,4.269942,-0.10541099248301
2,AT_RL_A3C_AT_formula1_Time_10,formula1,RL_DDQN,10,6,4.683953,-0.0209843901411812
3,AT_RL_A3C_AT_formula1_Time_10,formula1,RL_DDQN,10,1,0.785996,-0.10862320610423
4,AT_RL_A3C_AT_formula1_Time_10,formula1,RL_DDQN,10,3,2.24481,-0.109431299094283
5,AT_RL_A3C_AT_formula1_Time_10,formula1,RL_DDQN,10,1,0.732798,-0.00513430243139774
6,AT_RL_A3C_AT_formula1_Time_10,formula1,RL_DDQN,10,1,0.665441,-0.108114680214211
7,AT_RL_A3C_AT_formula1_Time_10,formula1,RL_DDQN,10,4,2.856934,-0.0129131586306947
8,AT_RL_A3C_AT_formula1_Time_10,formula1,RL_DDQN,10,1,1.064153,-0.104942720649825
9,AT_RL_A3C_AT_formula1_Time_10,formula1,RL_DDQN,10,3,2.21074,-0.0118298315515665
10,AT_RL_A3C_AT_formula1_Time_10,formula1,RL_DDQN,10,4,2.829881,-0.0767836185641059
11,AT_RL_A3C_AT_formula1_Time_10,formula1,RL_DDQN,10,4,2.849913,-0.0509870299090089
12,AT_RL_A3C_AT_formula1_Time_10,formula1,RL_DDQN,10,3,2.13,-0.0335522703927232
13,AT_RL_A3C_AT_formula1_Time_10,formula1,RL_DDQN,10,2,1.419495,-0.107665689647673
14,AT_RL_A3C_AT_formula1_Time_10,formula1,RL_DDQN,10,4,2.89093,-0.0772613207851897
15,AT_RL_A3C_AT_formula1_Time_10,formula1,RL_DDQN,10,1,0.696013,-0.100977423300546
16,AT_RL_A3C_AT_formula1_Time_10,formula1,RL_DDQN,10,1,0.675555,-0.0773703726862779
17,AT_RL_A3C_AT_formula1_Time_10,formula1,RL_DDQN,10,2,1.436012,-0.0161445100414443
18,AT_RL_A3C_AT_formula1_Time_10,formula1,RL_DDQN,10,7,5.738762,-0.0800670655357884
19,AT_RL_A3C_AT_formula1_Time_10,formula1,RL_DDQN,10,1,0.667068,-0.106668259079068
20,AT_RL_A3C_AT_formula1_Time_10,formula1,RL_DDQN,10,2,1.443638,-0.104306211900547
