id,modelName,expName,algoName,sampleTime,numEpisode,elapsedTime,bestRob
1,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,8,7.760748,-0.333333333333333
2,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,10,6.34587,-0.333333333333333
3,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,20,14.176439,-0.333333333333333
4,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,74,58.608039,-0.333333333333333
5,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,8,4.911808,-0.333333333333333
6,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,3,2.113034,-0.333333333333333
7,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,14,8.442525,-0.333333333333333
8,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,12,7.903945,-0.333333333333333
9,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,4,2.668711,-0.333333333333333
10,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,16,10.780366,-0.333333333333333
11,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,4,3.366803,-0.333333333333333
12,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,157,136.107911,-0.333333333333333
13,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,57,40.603445,-0.333333333333333
14,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,2,1.528026,-0.333333333333333
15,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,7,4.558023,-0.333333333333333
16,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,1,0.861501,-0.333333333333333
17,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,9,5.706795,-0.333333333333333
18,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,3,2.370131,-0.333333333333333
19,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,28,17.4081,-0.333333333333333
20,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,2,1.324967,-0.333333333333333
21,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,10,6.17424,-0.333333333333333
22,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,1,0.754575,-0.333333333333333
23,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,10,5.976974,-0.333333333333333
24,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,117,102.298332,-0.333333333333333
25,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,11,7.276343,-0.333333333333333
26,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,1,0.706146,-0.333333333333333
27,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,37,25.166191,-0.333333333333333
28,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,8,5.311242,-0.333333333333333
29,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,3,1.958899,-0.333333333333333
30,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,24,17.67787,-0.333333333333333
31,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,53,40.567392,-0.333333333333333
32,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,12,8.211195,-0.333333333333333
33,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,14,9.242209,-0.333333333333333
34,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,13,8.718615,-0.333333333333333
35,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,33,21.420199,-0.333333333333333
36,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,48,37.803597,-0.333333333333333
37,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,25,17.976065,-0.333333333333333
38,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,12,8.534482,-0.333333333333333
39,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,9,6.162687,-0.333333333333333
40,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,5,3.675647,-0.333333333333333
41,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,36,26.142847,-0.333333333333333
42,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,5,3.605269,-0.333333333333333
43,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,45,34.774539,-0.333333333333333
44,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,8,6.613946,-0.333333333333333
45,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,12,8.392659,-0.333333333333333
46,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,5,3.648995,-0.333333333333333
47,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,10,9.942384,-0.333333333333333
48,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,1,0.950267,-0.333333333333333
49,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,9,9.889273,-0.333333333333333
50,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,18,13.433038,-0.333333333333333
51,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,35,26.066803,-0.333333333333333
52,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,7,6.87036,-0.333333333333333
53,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,110,106.013076,-0.333333333333333
54,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,1,1.497414,-0.333333333333333
55,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,11,6.856484,-0.333333333333333
56,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,2,1.484202,-0.333333333333333
57,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,3,2.253084,-0.333333333333333
58,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,22,15.415376,-0.333333333333333
59,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,6,4.422223,-0.333333333333333
60,AT_RL_PCL_AT_formula3_Time_1,formula3,RL_PCL,1,2,1.465265,-0.333333333333333
